PeakID (cmd=annotatePeaks.pl top_1000_peaks_GREAT_noheader.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1-933	chr8	38105429	38105705	+	1000	NA	promoter-TSS (NM_001282272)	promoter-TSS (NM_001282272)	38	NM_004674	9070	Hs.521530	NM_004674	ENSG00000129691	ASH2L	ASH2|ASH2L1|ASH2L2|Bre2	ASH2 like, histone lysine methyltransferase complex subunit	protein-coding
1-940	chr12	108562484	108562747	+	1000	NA	non-coding (NR_135127, exon 1 of 7)	non-coding (NR_135127, exon 1 of 7)	1152	NM_001320042	23479	Hs.615131	NM_014301	ENSG00000136003	ISCU	2310020H20Rik|HML|ISU2|NIFU|NIFUN|hnifU	iron-sulfur cluster assembly enzyme	protein-coding
1-984	chr17	8162773	8163073	+	1000	NA	promoter-TSS (NM_001330125)	promoter-TSS (NM_001330125)	25	NM_014232	6844	Hs.25348	NM_014232	ENSG00000220205	VAMP2	SYB2|VAMP-2	vesicle associated membrane protein 2	protein-coding
1-975	chr14	23034720	23035452	+	1000	NA	promoter-TSS (NM_002797)	promoter-TSS (NM_002797)	59	NM_001144932	5693	Hs.422990	NM_002797	ENSG00000100804	PSMB5	LMPX|MB1|X	proteasome subunit beta 5	protein-coding
1-406	chr17	21213996	21214304	+	1000	NA	non-coding (NR_024547, exon 1 of 3)	non-coding (NR_024547, exon 1 of 3)	445	NM_003876	8834	Hs.592945	NM_003876	ENSG00000178307	TMEM11	C17orf35|PM1|PMI	transmembrane protein 11	protein-coding
1-866	chr19	6361340	6361606	+	1000	NA	promoter-TSS (NM_006012)	promoter-TSS (NM_006012)	-58	NM_006012	8192	Hs.515092	NM_006012	ENSG00000125656	CLPP	DFNB81|PRLTS3	caseinolytic mitochondrial matrix peptidase proteolytic subunit	protein-coding
1-453	chr13	48094922	48095224	+	1000	NA	promoter-TSS (NM_001270629)	promoter-TSS (NM_001270629)	31	NM_014166	29079	Hs.181112	NM_014166	ENSG00000136146	MED4	ARC36|DRIP36|HSPC126|TRAP36|VDRIP	mediator complex subunit 4	protein-coding
1-335	chrX	152958816	152959146	+	1000	NA	intron (NM_007150, intron 16 of 22)	CpG	17310	NM_001178115	7739	Hs.16622	NM_007150	ENSG00000147394	ZNF185	SCELL	zinc finger protein 185 with LIM domain	protein-coding
1-457	chr1	26306451	26306752	+	1000	NA	5' UTR (NM_001077262, exon 1 of 11)	5' UTR (NM_001077262, exon 1 of 11)	103	NM_001077262	91544	Hs.145061	NM_145345	ENSG00000158062	UBXN11	COA-1|PP2243|SOC|SOCI|UBXD5	UBX domain protein 11	protein-coding
1-997	chr5	160119234	160119510	+	1000	NA	promoter-TSS (NM_001349735)	promoter-TSS (NM_001349735)	78	NM_001349735	114825	Hs.744960	NM_052927	ENSG00000170234	PWWP2A	MST101	PWWP domain containing 2A	protein-coding
1-116	chr1	61724943	61725250	+	1000	NA	promoter-TSS (NM_032027)	promoter-TSS (NM_032027)	45	NM_032027	83941	Hs.656790	NM_032027	ENSG00000162604	TM2D1	BBP	TM2 domain containing 1	protein-coding
1-993	chr17	59619753	59620064	+	1000	NA	promoter-TSS (NM_004859)	promoter-TSS (NM_004859)	13	NM_004859	1213	Hs.491351	NM_004859	ENSG00000141367	CLTC	CHC|CHC17|CLH-17|CLTCL2|Hc|MRD56	clathrin heavy chain	protein-coding
1-559	chrX	104156714	104157009	+	1000	NA	intron (NM_001012755, intron 1 of 1)	CpG	148	NM_001012755	401612	Hs.660022	NM_001012755	ENSG00000269743	SLC25A53	MCART6	solute carrier family 25 member 53	protein-coding
1-445	chr19	49813217	49813847	+	1000	NA	promoter-TSS (NM_001352262)	promoter-TSS (NM_001352262)	-240	NM_001171937	80199	Hs.288800	NM_025129	ENSG00000010361	FUZ	CPLANE3|FY|NTD	fuzzy planar cell polarity protein	protein-coding
1-423	chr17	73192839	73193169	+	1000	NA	promoter-TSS (NM_018714)	promoter-TSS (NM_018714)	-51	NM_018714	9382	Hs.103555	NM_018714	ENSG00000166685	COG1	CDG2G|LDLB	component of oligomeric golgi complex 1	protein-coding
1-885	chr6	34392482	34392763	+	1000	NA	promoter-TSS (NM_006703)	promoter-TSS (NM_006703)	47	NM_006703	11165	Hs.188882	NM_006703	ENSG00000272325	NUDT3	DIPP|DIPP-1|DIPP1	nudix hydrolase 3	protein-coding
1-958	chr1	153977623	153977900	+	1000	NA	promoter-TSS (NM_006694)	promoter-TSS (NM_006694)	-87	NM_006694	10899	Hs.6396	NM_006694	ENSG00000143543	JTB	HJTB|HSPC222|PAR|hJT	jumping translocation breakpoint	protein-coding
1-371	chr1	167936111	167936662	+	1000	NA	promoter-TSS (NM_001198957)	promoter-TSS (NM_001198957)	147	NM_001349774	55827	Hs.435741	NM_018442	ENSG00000143164	DCAF6	1200006M05Rik|ARCAP|IQWD1|MSTP055|NRIP|PC326	DDB1 and CUL4 associated factor 6	protein-coding
1-127	chr1	31645002	31645314	+	1000	NA	promoter-TSS (NM_001359651)	promoter-TSS (NM_001359651)	-282	NM_012392	553115	Hs.470417	NM_012392	ENSG00000162517	PEF1	ABP32|PEF1A	penta-EF-hand domain containing 1	protein-coding
1-875	chr19	49496326	49496621	+	1000	NA	promoter-TSS (NM_001015)	promoter-TSS (NM_001015)	39	NM_001015	6205	Hs.433529	NM_001015	ENSG00000142534	RPS11	S11	ribosomal protein S11	protein-coding
1-626	chr5	176448271	176448568	+	1000	NA	promoter-TSS (NM_014613)	promoter-TSS (NM_014613)	34	NM_014613	23197	Hs.484242	NM_014613	ENSG00000113194	FAF2	ETEA|UBXD8|UBXN3B	Fas associated factor family member 2	protein-coding
1-814	chrX	15790392	15790647	+	1000	NA	promoter-TSS (NM_005089)	promoter-TSS (NM_005089)	68	NM_005089	8233	Hs.171909	NM_005089	ENSG00000169249	ZRSR2	U2AF1-RS2|U2AF1L2|U2AF1RS2|URP|ZC3H22	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2	protein-coding
1-432	chr19	57769507	57769850	+	1000	NA	promoter-TSS (NM_017652)	promoter-TSS (NM_017652)	2	NM_017652	54807	Hs.625133	NM_017652	ENSG00000083828	ZNF586	-	zinc finger protein 586	protein-coding
1-939	chr4	83035095	83035379	+	1000	NA	promoter-TSS (NM_001330727)	promoter-TSS (NM_001330727)	54	NM_001330727	51138	Hs.190384	NM_016129	ENSG00000138663	COPS4	CSN4|SGN4	COP9 signalosome subunit 4	protein-coding
1-366	chr1	161159372	161159710	+	1000	NA	promoter-TSS (NM_001014443)	promoter-TSS (NM_001014443)	41	NM_001014443	27005	Hs.8015	NM_012475	ENSG00000143258	USP21	USP16|USP23	ubiquitin specific peptidase 21	protein-coding
1-906	chrX	47193700	47193973	+	1000	NA	promoter-TSS (NM_003334)	promoter-TSS (NM_003334)	7	NM_003334	7317	Hs.533273	NM_003334	ENSG00000130985	UBA1	A1S9|A1S9T|A1ST|AMCX1|CFAP124|GXP1|POC20|SMAX2|UBA1A|UBE1|UBE1X	ubiquitin like modifier activating enzyme 1	protein-coding
1-163	chr19	2269375	2269670	+	1000	NA	promoter-TSS (NM_001301020)	promoter-TSS (NM_001301020)	36	NM_004152	4946	Hs.446427	NM_004152	ENSG00000104904	OAZ1	AZ1|AZI|OAZ	ornithine decarboxylase antizyme 1	protein-coding
1-492	chr8	80030072	80030385	+	1000	NA	promoter-TSS (NM_014018)	promoter-TSS (NM_014018)	31	NM_014018	28957	Hs.521124	NM_014018	ENSG00000147586	MRPS28	HSPC007|MRP-S28|MRP-S35|MRPS35	mitochondrial ribosomal protein S28	protein-coding
1-787	chr6	107459396	107459667	+	1000	NA	promoter-TSS (NM_020381)	promoter-TSS (NM_020381)	33	NM_020381	57107	Hs.745008	NM_020381	ENSG00000164494	PDSS2	C6orf210|COQ10D3|COQ1B|DLP1|bA59I9.3|hDLP1	decaprenyl diphosphate synthase subunit 2	protein-coding
1-357	chr1	151763327	151763640	+	1000	NA	promoter-TSS (NM_001301371)	promoter-TSS (NM_001301371)	3	NM_001301371	51686	Hs.713789	NM_016178	ENSG00000143450	OAZ3	AZ3|OAZ-t|TISP15	ornithine decarboxylase antizyme 3	protein-coding
1-565	chr20	47351648	47351940	+	1000	NA	promoter-TSS (NR_134501)	promoter-TSS (NR_134501)	103	NM_001363741	23613	Hs.446240	NM_012408	ENSG00000101040	ZMYND8	PRKCBP1|PRO2893|RACK7	zinc finger MYND-type containing 8	protein-coding
1-344	chr12	105107460	105107779	+	1000	NA	promoter-TSS (NM_015275)	promoter-TSS (NM_015275)	23	NR_121211	414300	Hs.191637	NR_121211		LOC414300	-	uncharacterized LOC414300	ncRNA
1-751	chr17	50719427	50719733	+	1000	NA	promoter-TSS (NM_016424)	promoter-TSS (NM_016424)	15	NM_006107	51747	Hs.130293	NM_006107	ENSG00000108848	LUC7L3	CRA|CREAP-1|CROP|LUC7A|OA48-18|hLuc7A	LUC7 like 3 pre-mRNA splicing factor	protein-coding
1-818	chr7	32490232	32490521	+	1000	NA	promoter-TSS (NM_012322)	promoter-TSS (NM_012322)	4	NR_024466	23658	Hs.424908	NM_012322	ENSG00000106355	LSM5	YER146W	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated	protein-coding
1-375	chr19	11528818	11529249	+	1000	NA	promoter-TSS (NM_001243204)	promoter-TSS (NM_001243204)	101	NM_016581	51295	Hs.515146	NM_016581	ENSG00000130159	ECSIT	SITPEC	ECSIT signalling integrator	protein-coding
1-334	chr3	131502793	131503112	+	1000	NA	promoter-TSS (NM_007208)	promoter-TSS (NM_007208)	19	NM_007208	11222	Hs.205163	NM_007208	ENSG00000114686	MRPL3	COXPD9|MRL3|RPML3	mitochondrial ribosomal protein L3	protein-coding
1-154	chr8	22244980	22245270	+	1000	NA	promoter-TSS (NM_001722)	promoter-TSS (NM_001722)	-8	NM_001722	661	Hs.148342	NM_001722	ENSG00000168495	POLR3D	BN51T|RPC4|RPC53|TSBN51	RNA polymerase III subunit D	protein-coding
1-768	chr22	40177851	40178084	+	1000	NA	promoter-TSS (NM_001162501)	promoter-TSS (NM_001162501)	42	NM_015088	23112	Hs.372082	NM_015088	ENSG00000100354	TNRC6B	-	trinucleotide repeat containing adaptor 6B	protein-coding
1-181	chr11	83286181	83286507	+	1000	NA	promoter-TSS (NM_021825)	promoter-TSS (NM_021825)	63	NM_001286120	60492	Hs.368866	NM_021825	ENSG00000137500	CCDC90B	MDS011|MDS025	coiled-coil domain containing 90B	protein-coding
1-688	chr10	96090039	96090338	+	1000	NA	promoter-TSS (NR_038444)	promoter-TSS (NR_038444)	47	NR_134320	728558	Hs.538374	NR_038444	ENSG00000226688	ENTPD1-AS1	-	ENTPD1 antisense RNA 1	ncRNA
1-944	chr7	112790219	112790506	+	1000	NA	promoter-TSS (NM_001287497)	promoter-TSS (NM_001287497)	31	NM_001287497	64418	Hs.606345	NM_022484	ENSG00000146802	TMEM168	-	transmembrane protein 168	protein-coding
1-574	chr5	149551199	149551519	+	1000	NA	promoter-TSS (NM_001892)	promoter-TSS (NM_001892)	80	NM_001271741	1452	Hs.529862	NM_001892	ENSG00000113712	CSNK1A1	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	casein kinase 1 alpha 1	protein-coding
1-86	chr19	13116551	13116870	+	1000	NA	promoter-TSS (NM_001351761)	promoter-TSS (NM_001351761)	30	NM_001351761	55621	Hs.515169	NM_017722	ENSG00000104907	TRMT1	MRT68|TRM1	tRNA methyltransferase 1	protein-coding
1-549	chr2	130342197	130343061	+	1000	NA	promoter-TSS (NM_001321119)	promoter-TSS (NM_001321119)	52	NM_001321118	84317	Hs.104203	NM_032357	ENSG00000136710	CCDC115	CDG2O|ccp1	coiled-coil domain containing 115	protein-coding
1-347	chr14	49862011	49862312	+	1000	NA	TTS (NR_027260)	TTS (NR_027260)	688	NR_027260	378706		NR_027260	ENSG00000274012	RN7SL2	7L1C|7L30.1|7SL1c|RNSRP2	RNA component of signal recognition particle 7SL2	scRNA
1-667	chr2	241150355	241150658	+	1000	NA	promoter-TSS (NM_001252120)	promoter-TSS (NM_001252120)	39	NM_002712	5510	Hs.36587	NM_002712	ENSG00000115685	PPP1R7	SDS22	protein phosphatase 1 regulatory subunit 7	protein-coding
1-293	chr16	87388418	87388701	+	1000	NA	intron (NM_001282683, intron 2 of 9)	intron (NM_001282683, intron 2 of 9)	3562	NM_001282683	79791	Hs.567582	NM_024735	ENSG00000103264	FBXO31	FBX14|FBXO14|Fbx31|MRT45|pp2386	F-box protein 31	protein-coding
1-689	chr20	18507645	18507922	+	1000	NA	promoter-TSS (NM_001172746)	promoter-TSS (NM_001172746)	-157	NM_001172745	10483	Hs.369373	NM_006363	ENSG00000101310	SEC23B	CDA-II|CDAII|CDAN2|CWS7|HEMPAS|hSec23B	SEC23 homolog B, coat complex II component	protein-coding
1-645	chr19	1020965	1021248	+	1000	NA	promoter-TSS (NM_033420)	promoter-TSS (NM_033420)	17	NM_001033026	91304	Hs.515003	NM_033420	ENSG00000182087	TMEM259	ASBABP1|C19orf6|MBRL|MEMBRALIN|R32184_3	transmembrane protein 259	protein-coding
1-539	chrX	54529694	54529987	+	1000	NA	promoter-TSS (NM_001184819)	promoter-TSS (NM_001184819)	-379	NM_019067	54552	Hs.654677	NM_019067	ENSG00000130119	GNL3L	GNL3B	G protein nucleolar 3 like	protein-coding
1-583	chr3	101574075	101574370	+	1000	NA	promoter-TSS (NM_020357)	promoter-TSS (NM_020357)	42	NM_020357	57092	Hs.732633	NM_020357	ENSG00000081154	PCNP	-	PEST proteolytic signal containing nuclear protein	protein-coding
1-886	chr7	23531835	23532122	+	1000	NA	promoter-TSS (NM_001362759)	promoter-TSS (NM_001362759)	3	NM_001362760	29896	Hs.445652	NM_013293	ENSG00000164548	TRA2A	AWMS1|HSU53209	transformer 2 alpha homolog	protein-coding
1-213	chr19	52049229	52049523	+	1000	NA	promoter-TSS (NM_014650)	promoter-TSS (NM_014650)	-538	NM_014650	9668	Hs.655934	NM_014650	ENSG00000256087	ZNF432	-	zinc finger protein 432	protein-coding
1-55	chr3	119468753	119469095	+	1000	NA	promoter-TSS (NM_152305)	promoter-TSS (NM_152305)	-39	NM_152305	56983	Hs.231750	NM_152305	ENSG00000163389	POGLUT1	C3orf9|CLP46|KDELCL1|KTELC1|LGMD2Z|LGMDR21|MDS010|MDSRP|Rumi|hCLP46	protein O-glucosyltransferase 1	protein-coding
1-242	chr5	177554462	177554792	+	1000	NA	promoter-TSS (NM_001366499)	promoter-TSS (NM_001366499)	-64	NM_001190946	54540	Hs.484289	NM_019057	ENSG00000146067	FAM193B	IRIZIO	family with sequence similarity 193 member B	protein-coding
1-956	chrX	86047368	86047643	+	1000	NA	promoter-TSS (NM_000390)	promoter-TSS (NM_000390)	53	NM_001145414	1121	Hs.496449	NM_000390	ENSG00000188419	CHM	DXS540|GGTA|HSD-32|REP-1|TCD	CHM Rab escort protein	protein-coding
1-309	chr6	37257581	37257957	+	1000	NA	promoter-TSS (NM_017772)	promoter-TSS (NM_017772)	-3	NM_017772	55633	Hs.731702	NM_017772	ENSG00000065491	TBC1D22B	C6orf197	TBC1 domain family member 22B	protein-coding
1-41	chr12	30695816	30696131	+	1000	NA	promoter-TSS (NM_006390)	promoter-TSS (NM_006390)	-104	NM_006390	10526	Hs.505136	NM_006390	ENSG00000133704	IPO8	RANBP8	importin 8	protein-coding
1-102	chr17	7687427	7687743	+	1000	NA	promoter-TSS (NM_000546)	promoter-TSS (NM_000546)	-35	NM_000546	7157	Hs.437460	NM_000546	ENSG00000141510	TP53	BCC7|BMFS5|LFS1|P53|TRP53	tumor protein p53	protein-coding
1-443	chr20	48921602	48921879	+	1000	NA	promoter-TSS (NM_006420)	promoter-TSS (NM_006420)	29	NM_006420	10564	Hs.62578	NM_006420	ENSG00000124198	ARFGEF2	BIG2|PVNH2|dJ1164I10.1	ADP ribosylation factor guanine nucleotide exchange factor 2	protein-coding
1-35	chr19	37172706	37173020	+	1000	NA	promoter-TSS (NR_110152)	promoter-TSS (NR_110152)	-122	NM_152655	199704	Hs.659236	NM_152655	ENSG00000196967	ZNF585A	-	zinc finger protein 585A	protein-coding
1-888	chr19	51887929	51888175	+	1000	NA	promoter-TSS (NM_032679)	promoter-TSS (NM_032679)	27	NR_110733	101928571	Hs.553920	NR_110733	ENSG00000268095	ZNF649-AS1	-	ZNF649 antisense RNA 1	ncRNA
1-936	chr19	10879225	10879470	+	1000	NA	intron (NM_001370089, intron 1 of 14)	MLT1J|LTR|ERVL-MaLR	6918	NM_001370089	10498	Hs.323213	NM_199141	ENSG00000142453	CARM1	PRMT4	coactivator associated arginine methyltransferase 1	protein-coding
1-11	chr5	134874131	134874501	+	1000	NA	5' UTR (NM_001350735, exon 1 of 5)	5' UTR (NM_001350735, exon 1 of 5)	546	NM_001350735	79770	Hs.741304	NM_024715	ENSG00000113621	TXNDC15	BUG|C5orf14|UNQ335	thioredoxin domain containing 15	protein-coding
1-782	chr2	27356653	27356917	+	1000	NA	promoter-TSS (NM_001318909)	promoter-TSS (NM_001318909)	249	NM_001521	2976	Hs.75782	NM_001521	ENSG00000115207	GTF3C2	TFIIIC-BETA|TFIIIC110	general transcription factor IIIC subunit 2	protein-coding
1-364	chr14	70600478	70600774	+	1000	NA	promoter-TSS (NM_001284209)	promoter-TSS (NM_001284209)	64	NM_005466	10001	Hs.497353	NM_005466	ENSG00000133997	MED6	ARC33|NY-REN-28	mediator complex subunit 6	protein-coding
1-649	chrX	73944172	73944541	+	1000	NA	promoter-TSS (NR_024582)	promoter-TSS (NR_024582)	32	NR_024582	554203	Hs.648316	NR_024582	ENSG00000225470	JPX	DCBALD06|ENOX|LINC00183|NCRNA00183	JPX transcript, XIST activator	ncRNA
1-570	chr2	86106140	86106409	+	1000	NA	promoter-TSS (NM_017952)	promoter-TSS (NM_017952)	39	NM_017952	55037	Hs.323489	NM_017952	ENSG00000132300	PTCD3	MRP-S39	pentatricopeptide repeat domain 3	protein-coding
1-922	chr8	142403111	142403370	+	1000	NA	promoter-TSS (NM_001291931)	promoter-TSS (NM_001291931)	-58	NM_001291931	203062	Hs.370931	NM_145003	ENSG00000171045	TSNARE1	-	t-SNARE domain containing 1	protein-coding
1-415	chr11	34916528	34916813	+	1000	NA	promoter-TSS (NM_003477)	promoter-TSS (NM_003477)	52	NM_003477	8050	Hs.502315	NM_003477	ENSG00000110435	PDHX	DLDBP|E3BP|OPDX|PDHXD|PDX1|proX	pyruvate dehydrogenase complex component X	protein-coding
1-903	chr2	231056486	231056738	+	1000	NA	promoter-TSS (NR_034059)	promoter-TSS (NR_034059)	-252	NR_034059	5707	Hs.3887	NM_002807	ENSG00000173692	PSMD1	P112|Rpn2|S1	proteasome 26S subunit, non-ATPase 1	protein-coding
1-860	chr17	40140424	40140761	+	1000	NA	promoter-TSS (NM_007359)	promoter-TSS (NM_007359)	55	NM_007359	22794	Hs.743287	NM_007359	ENSG00000108349	CASC3	BTZ|MLN51	CASC3 exon junction complex subunit	protein-coding
1-368	chr20	46089782	46090067	+	1000	NA	promoter-TSS (NM_001348151)	promoter-TSS (NM_001348151)	38	NM_001348149	57727	Hs.654991	NM_020967	ENSG00000124160	NCOA5	CIA|bA465L10.6	nuclear receptor coactivator 5	protein-coding
1-298	chr7	129611326	129611835	+	1000	NA	promoter-TSS (NM_001293164)	promoter-TSS (NM_001293164)	-140	NM_005011	4899	Hs.654363	NM_005011	ENSG00000106459	NRF1	ALPHA-PAL	nuclear respiratory factor 1	protein-coding
1-4	chr1	110034385	110034814	+	1000	NA	promoter-TSS (NM_033088)	promoter-TSS (NM_033088)	-2	NR_073071	85369	Hs.584996	NM_033088	ENSG00000143093	STRIP1	FAM40A|FAR11A	striatin interacting protein 1	protein-coding
1-918	chr1	201829073	201829388	+	1000	NA	promoter-TSS (NM_018085)	promoter-TSS (NM_018085)	73	NM_018085	55705	Hs.596014	NM_018085	ENSG00000198700	IPO9	Imp9	importin 9	protein-coding
1-480	chrX	53225027	53225507	+	1000	NA	promoter-TSS (NR_148672)	promoter-TSS (NR_148672)	-60	NM_001282622	8242	Hs.631768	NM_004187	ENSG00000126012	KDM5C	DXS1272E|JARID1C|MRX13|MRXJ|MRXSCJ|MRXSJ|SMCX|XE169	lysine demethylase 5C	protein-coding
1-915	chr7	74657281	74657577	+	1000	NA	promoter-TSS (NM_001280800)	promoter-TSS (NM_001280800)	-236	NM_001280800	2969	Hs.647041	NM_001518	ENSG00000263001	GTF2I	BAP135|BTKAP1|DIWS|GTFII-I|IB291|SPIN|TFII-I|WBS|WBSCR6	general transcription factor IIi	protein-coding
1-328	chr15	64095866	64096168	+	1000	NA	promoter-TSS (NM_148955)	promoter-TSS (NM_148955)	35	NM_148955	6642	Hs.188634	NM_003099	ENSG00000028528	SNX1	HsT17379|VPS5	sorting nexin 1	protein-coding
1-369	chr7	156949590	156949898	+	1000	NA	promoter-TSS (NM_138400)	promoter-TSS (NM_138400)	32	NM_138400	64434	Hs.15825	NM_138400	ENSG00000146909	NOM1	C7orf3|PPP1R113|SGD1	nucleolar protein with MIF4G domain 1	protein-coding
1-910	chr11	61362124	61362404	+	1000	NA	promoter-TSS (NM_001161454)	promoter-TSS (NM_001161454)	19	NM_001161454	220002	Hs.22546	NM_153611	ENSG00000162144	CYB561A3	CYBASC3|LCYTB	cytochrome b561 family member A3	protein-coding
1-865	chr16	66751416	66751708	+	1000	NA	promoter-TSS (NM_001286157)	promoter-TSS (NM_001286157)	47	NM_006141	1783	Hs.369068	NM_006141	ENSG00000135720	DYNC1LI2	DNCLI2|LIC2	dynein cytoplasmic 1 light intermediate chain 2	protein-coding
1-587	chr1	174999456	174999746	+	1000	NA	promoter-TSS (NM_014412)	promoter-TSS (NM_014412)	166	NM_001007214	27101	Hs.508524	NM_014412	ENSG00000116161	CACYBP	GIG5|PNAS-107|S100A6BP|SIP	calcyclin binding protein	protein-coding
1-326	chr1	43707428	43707733	+	1000	NA	promoter-TSS (NM_001350621)	promoter-TSS (NM_001350621)	44	NM_001350619	6487	Hs.597915	NM_006279	ENSG00000126091	ST3GAL3	EIEE15|MRT12|SIAT6|ST3GALII|ST3Gal III|ST3GalIII|ST3N	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	protein-coding
1-838	chr19	4007637	4007916	+	1000	NA	promoter-TSS (NM_015897)	promoter-TSS (NM_015897)	40	NM_015897	51588	Hs.105779	NM_015897	ENSG00000105229	PIAS4	PIAS-gamma|PIASY|Piasg|ZMIZ6	protein inhibitor of activated STAT 4	protein-coding
1-290	chr4	6909339	6909740	+	1000	NA	promoter-TSS (NM_001113361)	promoter-TSS (NM_001113361)	95	NM_001113361	57533	Hs.518611	NM_020773	ENSG00000132405	TBC1D14	-	TBC1 domain family member 14	protein-coding
1-509	chr19	58278844	58279139	+	1000	NA	promoter-TSS (NR_144447)	promoter-TSS (NR_144447)	25	NR_144447	108903150	Hs.715293	NR_144447	ENSG00000267216	ZNF8-ERVK3-1	-	ZNF8-ERVK3-1 readthrough	ncRNA
1-520	chr7	106598848	106599105	+	1000	NA	Intergenic	MLT1J|LTR|ERVL-MaLR	62182	NM_175884	168455	Hs.29692	NM_175884	ENSG00000253276	CCDC71L	C7orf74	coiled-coil domain containing 71 like	protein-coding
1-83	chr16	30571778	30572253	+	1000	NA	5' UTR (NM_145271, exon 1 of 3)	5' UTR (NM_145271, exon 1 of 3)	392	NM_145271	146542	Hs.301463	NM_145271	ENSG00000229809	ZNF688	-	zinc finger protein 688	protein-coding
1-447	chr1	3900294	3901045	+	1000	NA	promoter-TSS (NM_207356)	promoter-TSS (NM_207356)	265	NR_024455	100133612	Hs.307652	NR_024455	ENSG00000236423	LINC01134	-	long intergenic non-protein coding RNA 1134	ncRNA
1-135	chr7	5513722	5514002	+	1000	NA	promoter-TSS (NM_001367781)	promoter-TSS (NM_001367781)	8	NR_126168	221946	Hs.385633	NR_126168		LOC221946	-	uncharacterized LOC221946	ncRNA
1-858	chr16	88857027	88857301	+	1000	NA	promoter-TSS (NR_134670)	promoter-TSS (NR_134670)	37	NM_001318526	51693	Hs.461722	NM_016209	ENSG00000167515	TRAPPC2L	HSPC176|PERRB	trafficking protein particle complex 2 like	protein-coding
1-265	chr7	99465980	99466423	+	1000	NA	promoter-TSS (NM_001003713)	promoter-TSS (NM_001003713)	-34	NM_001039178	9551	Hs.521056	NM_004889	ENSG00000241468	ATP5MF	ATP5J2|ATP5JL	ATP synthase membrane subunit f	protein-coding
1-799	chr6	32970251	32970558	+	1000	NA	promoter-TSS (NM_001291986)	promoter-TSS (NM_001291986)	-526	NM_001291986	6046	Hs.75243	NM_005104	ENSG00000204256	BRD2	BRD2-IT1|D6S113E|FSH|FSRG1|NAT|O27.1.1|RING3|RNF3	bromodomain containing 2	protein-coding
1-233	chr8	37762338	37762719	+	1000	NA	promoter-TSS (NM_001349346)	promoter-TSS (NM_001349346)	-18	NM_001349349	11212	Hs.304792	NM_007198	ENSG00000147471	PLPBP	EPVB6D|PROSC	pyridoxal phosphate binding protein	protein-coding
1-382	chr19	10928681	10928948	+	1000	NA	promoter-TSS (NM_001321439)	promoter-TSS (NM_001321439)	3	NM_138358	90580	Hs.164026	NM_138358	ENSG00000142444	TIMM29	C19orf52|TIM29	translocase of inner mitochondrial membrane 29	protein-coding
1-145	chr15	40593809	40594204	+	1000	NA	promoter-TSS (NM_170589)	promoter-TSS (NM_170589)	-243	NM_170589	57082	Hs.181855	NM_144508	ENSG00000137812	KNL1	AF15Q14|CASC5|CT29|D40|MCPH4|PPP1R55|Spc7|hKNL-1|hSpc105	kinetochore scaffold 1	protein-coding
1-900	chr4	151015544	151015833	+	1000	NA	promoter-TSS (NM_001199282)	promoter-TSS (NM_001199282)	39	NM_001367550	987	Hs.480938	NM_006726	ENSG00000198589	LRBA	BGL|CDC4L|CVID8|LAB300|LBA	LPS responsive beige-like anchor protein	protein-coding
1-350	chr19	984224	984594	+	1000	NA	promoter-TSS (NM_024100)	promoter-TSS (NM_024100)	81	NM_024100	57418	Hs.325321	NM_024100	ENSG00000065268	WDR18	Ipi3|R32184_1	WD repeat domain 18	protein-coding
